0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1275.219	25910
1275.438	26616
1275.657	26775
1275.876	26834
1276.095	26526
1276.314	26803
1276.533	26596
1276.752	26030
1276.97	26008
1277.189	26206
1277.408	26446
1277.627	25518
1277.845	25415
1278.064	25076
1278.283	25034
1278.501	24921
1278.72	25330
1278.938	25094
1279.157	25511
1279.375	25663
1279.594	26302
1279.812	27152
1280.03	26311
1280.249	25141
1280.467	25158
1280.685	25641
1280.904	25393
1281.122	25161
1281.34	25493
1281.558	25357
1281.776	25758
1281.995	25087
1282.213	25401
1282.431	25469
1282.649	25140
1282.867	24889
1283.085	25126
1283.303	24767
1283.521	24514
1283.739	24275
1283.957	24250
1284.174	24198
1284.392	24353
1284.61	23801
1284.828	23811
1285.046	23452
1285.263	23469
1285.481	23728
1285.699	24009
1285.916	24010
1286.134	24874
1286.351	24756
1286.569	24003
1286.786	23392
1287.004	23602
1287.221	23502
1287.439	23633
1287.656	23528
1287.874	23839
1288.091	23994
1288.308	24215
1288.526	24377
1288.743	24074
1288.96	24858
1289.177	25775
1289.394	27170
1289.612	25825
1289.829	23825
1290.046	23921
1290.263	23862
1290.48	23677
1290.697	23497
1290.914	23452
1291.131	23559
1291.348	23913
1291.565	26044
1291.781	27692
1291.998	27311
1292.215	26028
1292.432	24399
1292.649	23837
1292.865	24150
1293.082	24565
1293.299	24001
1293.515	23104
1293.732	22767
1293.948	22678
1294.165	22767
1294.381	23188
1294.598	23731
1294.814	23035
1295.031	22457
1295.247	22503
1295.464	22196
1295.68	22728
1295.896	22568
1296.113	22642
1296.329	22219
1296.545	21936
1296.761	21880
1296.977	23436
1297.193	23070
1297.41	22225
1297.626	21705
1297.842	21250
1298.058	21163
1298.274	21105
1298.49	20819
1298.706	20910
1298.922	21066
1299.137	20687
1299.353	20783
1299.569	20758
1299.785	20544
1300.001	20631
1300.216	20873
1300.432	20966
1300.648	20655
1300.863	20627
1301.079	20596
1301.295	20649
1301.51	20335
1301.726	20412
1301.941	20454
1302.157	20615
1302.372	20309
1302.587	20000
1302.803	20106
1303.018	20313
1303.233	20528
1303.449	20679
1303.664	20335
1303.879	20070
1304.094	19996
1304.31	20266
1304.525	20477
1304.74	19978
1304.955	20008
1305.17	19818
1305.385	19611
1305.6	19535
1305.815	19779
1306.03	19802
1306.245	20041
1306.46	19850
1306.675	19615
1306.889	19501
1307.104	19352
1307.319	19278
1307.534	19212
1307.748	19236
1307.963	19009
1308.178	18944
1308.392	18943
1308.607	18678
1308.821	19069
1309.036	18977
1309.25	18711
1309.465	18926
1309.679	18703
1309.894	19133
1310.108	18934
1310.322	18805
1310.537	18752
1310.751	18751
1310.965	18497
1311.179	18719
1311.394	18552
1311.608	18778
1311.822	18844
1312.036	18635
1312.25	18569
1312.464	18641
1312.678	18804
1312.892	18924
1313.106	19075
1313.32	19007
1313.534	19195
1313.748	19607
1313.962	20081
1314.175	20528
1314.389	21983
1314.603	23727
1314.817	23012
1315.03	22590
1315.244	23934
1315.457	26855
1315.671	28448
1315.885	26511
1316.098	23546
1316.312	22676
1316.525	23983
1316.739	24554
1316.952	23799
1317.165	24076
1317.379	25537
1317.592	26466
1317.805	26419
1318.019	26008
1318.232	23774
1318.445	23112
1318.658	23762
1318.871	24403
1319.084	24167
1319.297	22837
1319.511	22678
1319.724	23564
1319.937	24363
1320.149	27852
1320.362	25984
1320.575	23226
1320.788	22694
1321.001	23119
1321.214	25413
1321.427	25220
1321.639	23014
1321.852	22815
1322.065	23646
1322.277	23960
1322.49	23325
1322.703	22742
1322.915	23002
1323.128	23513
1323.34	22651
1323.553	22631
1323.765	22720
1323.977	22246
1324.19	21902
1324.402	21723
1324.614	22017
1324.827	22450
1325.039	22159
1325.251	21497
1325.463	20872
1325.676	20799
1325.888	21954
1326.1	21548
1326.312	21278
1326.524	21016
1326.736	21634
1326.948	21856
1327.16	21097
1327.372	20803
1327.584	20843
1327.795	20857
1328.007	21228
1328.219	21370
1328.431	21046
1328.642	20936
1328.854	20713
1329.066	20783
1329.277	21261
1329.489	21929
1329.701	22258
1329.912	21761
1330.124	21326
1330.335	22064
1330.547	21120
1330.758	20647
1330.969	20583
1331.181	20326
1331.392	20392
1331.603	20489
1331.815	20530
1332.026	20345
1332.237	20192
1332.448	19600
1332.659	19360
1332.87	19395
1333.082	19189
1333.293	19260
1333.504	19351
1333.715	19012
1333.925	19016
1334.136	18826
1334.347	18872
1334.558	18957
1334.769	18662
1334.98	18607
1335.191	18517
1335.401	18393
1335.612	18475
1335.823	18549
1336.033	18157
1336.244	18253
1336.454	18067
1336.665	18027
1336.875	18082
1337.086	17923
1337.296	17907
1337.507	17689
1337.717	17851
1337.928	17556
1338.138	17481
1338.348	17400
1338.558	17516
1338.769	17365
1338.979	17350
1339.189	17212
1339.399	17184
1339.609	17104
1339.819	17087
1340.029	17048
1340.239	17141
1340.449	16987
1340.659	16837
1340.869	16737
1341.079	16822
1341.289	16924
1341.499	16894
1341.708	16732
1341.918	16625
1342.128	16692
1342.338	16611
1342.547	16641
1342.757	16601
1342.967	16730
1343.176	16511
1343.386	16436
1343.595	16417
1343.805	16322
1344.014	16154
1344.223	16192
1344.433	16160
1344.642	16111
1344.851	16042
1345.061	16014
1345.27	15948
1345.479	15838
1345.688	15770
1345.897	15816
1346.107	15704
1346.316	15550
1346.525	15515
1346.734	15238
1346.943	15349
1347.152	15103
1347.361	15105
1347.569	15060
1347.778	14976
1347.987	14867
1348.196	14795
1348.405	14670
1348.613	14594
1348.822	14591
1349.031	14613
1349.239	14522
1349.448	14475
1349.657	14472
1349.865	14411
1350.074	14311
1350.282	14318
1350.491	14239
1350.699	14140
1350.907	14080
1351.116	13936
1351.324	13791
1351.532	13898
1351.741	13837
1351.949	13840
1352.157	13782
1352.365	13725
1352.573	13636
1352.781	13469
1352.989	13442
1353.197	13231
1353.405	13314
1353.613	13164
1353.821	13166
1354.029	13104
1354.237	13260
