0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1305.17	16837
1305.385	16906
1305.6	16831
1305.815	16842
1306.03	16943
1306.245	16967
1306.46	16896
1306.675	16883
1306.889	16950
1307.104	16987
1307.319	16917
1307.534	16791
1307.748	16963
1307.963	16787
1308.178	16772
1308.392	16865
1308.607	16745
1308.821	16979
1309.036	16876
1309.25	16806
1309.465	17003
1309.679	16812
1309.894	16920
1310.108	16901
1310.322	16942
1310.537	16869
1310.751	16960
1310.965	16746
1311.179	16906
1311.394	16639
1311.608	16776
1311.822	16898
1312.036	16793
1312.25	16718
1312.464	16670
1312.678	16819
1312.892	16761
1313.106	16911
1313.32	16836
1313.534	16781
1313.748	16787
1313.962	16760
1314.175	16698
1314.389	16897
1314.603	16811
1314.817	16734
1315.03	16963
1315.244	16763
1315.457	16889
1315.671	16862
1315.885	16802
1316.098	16849
1316.312	16907
1316.525	16883
1316.739	16834
1316.952	16856
1317.165	16808
1317.379	16848
1317.592	16854
1317.805	16803
1318.019	16868
1318.232	16706
1318.445	16745
1318.658	16701
1318.871	16650
1319.084	16761
1319.297	16603
1319.511	16564
1319.724	16580
1319.937	16630
1320.149	16915
1320.362	17076
1320.575	16753
1320.788	16656
1321.001	16589
1321.214	16692
1321.427	16628
1321.639	16685
1321.852	16560
1322.065	16632
1322.277	16511
1322.49	16441
1322.703	16441
1322.915	16436
1323.128	16404
1323.34	16159
1323.553	16233
1323.765	16353
1323.977	16237
1324.19	16346
1324.402	16331
1324.614	16334
1324.827	16415
1325.039	16313
1325.251	16181
1325.463	16029
1325.676	16014
1325.888	16166
1326.1	16151
1326.312	16058
1326.524	16061
1326.736	16175
1326.948	16150
1327.16	15934
1327.372	15937
1327.584	15947
1327.795	15841
1328.007	15954
1328.219	15965
1328.431	15905
1328.642	15947
1328.854	15852
1329.066	15860
1329.277	15929
1329.489	15979
1329.701	15864
1329.912	15796
1330.124	15785
1330.335	15758
1330.547	15952
1330.758	15866
1330.969	15841
1331.181	15672
1331.392	15786
1331.603	15745
1331.815	15821
1332.026	15702
1332.237	15792
1332.448	15809
1332.659	15659
1332.87	15641
1333.082	15669
1333.293	15582
1333.504	15657
1333.715	15535
1333.925	15485
1334.136	15448
1334.347	15472
1334.558	15509
1334.769	15376
1334.98	15469
1335.191	15391
1335.401	15363
1335.612	15321
1335.823	15406
1336.033	15299
1336.244	15441
1336.454	15301
1336.665	15131
1336.875	15301
1337.086	15295
1337.296	15294
1337.507	15180
1337.717	15322
1337.928	15196
1338.138	15208
1338.348	15217
1338.558	15323
1338.769	15169
1338.979	15259
1339.189	15129
1339.399	15100
1339.609	15139
1339.819	15077
1340.029	14976
1340.239	15092
1340.449	14998
1340.659	14956
1340.869	14921
1341.079	14986
1341.289	14984
1341.499	15031
1341.708	14963
1341.918	14815
1342.128	14958
1342.338	14895
1342.547	14909
1342.757	14865
1342.967	14902
1343.176	14736
1343.386	14757
1343.595	14701
1343.805	14647
1344.014	14624
1344.223	14624
1344.433	14631
1344.642	14630
1344.851	14596
1345.061	14570
1345.27	14582
1345.479	14546
1345.688	14489
1345.897	14495
1346.107	14504
1346.316	14411
1346.525	14430
1346.734	14238
1346.943	14364
1347.152	14189
1347.361	14132
1347.569	14147
1347.778	14098
1347.987	14003
1348.196	13948
1348.405	13858
1348.613	13791
1348.822	13904
1349.031	13828
1349.239	13773
1349.448	13763
1349.657	13781
1349.865	13755
1350.074	13668
1350.282	13625
1350.491	13631
1350.699	13518
1350.907	13508
1351.116	13422
1351.324	13330
1351.532	13291
1351.741	13257
1351.949	13362
1352.157	13272
1352.365	13183
1352.573	13113
1352.781	13001
1352.989	12951
1353.197	12844
1353.405	12887
1353.613	12744
1353.821	12779
1354.029	12759
1354.237	12869
