0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1309.679	18023
1309.894	18413
1310.108	18271
1310.322	18159
1310.537	18070
1310.751	18108
1310.965	17915
1311.179	18087
1311.394	17841
1311.608	18068
1311.822	18135
1312.036	18015
1312.25	17902
1312.464	17969
1312.678	18048
1312.892	18193
1313.106	18270
1313.32	18250
1313.534	18363
1313.748	18646
1313.962	19024
1314.175	19474
1314.389	20217
1314.603	20816
1314.817	20476
1315.03	20544
1315.244	20948
1315.457	22945
1315.671	24187
1315.885	23051
1316.098	21058
1316.312	20777
1316.525	22023
1316.739	22490
1316.952	21620
1317.165	21695
1317.379	22922
1317.592	23829
1317.805	23899
1318.019	22882
1318.232	21241
1318.445	21087
1318.658	22098
1318.871	22184
1319.084	21425
1319.297	20637
1319.511	20655
1319.724	21204
1319.937	22092
1320.149	26012
1320.362	24007
1320.575	21417
1320.788	21097
1321.001	21429
1321.214	23635
1321.427	23236
1321.639	21387
1321.852	21207
1322.065	21958
1322.277	22060
1322.49	21630
1322.703	21159
1322.915	21565
1323.128	21886
1323.34	20884
1323.553	20760
1323.765	20884
1323.977	20407
1324.19	20196
1324.402	20133
1324.614	20448
1324.827	20825
1325.039	20694
1325.251	20090
1325.463	19398
1325.676	19482
1325.888	20450
1326.1	20032
1326.312	19773
1326.524	19503
1326.736	19968
1326.948	20053
1327.16	19414
1327.372	19158
1327.584	19189
1327.795	19216
1328.007	19543
1328.219	19564
1328.431	19279
1328.642	19211
1328.854	19122
1329.066	19103
1329.277	19525
1329.489	20119
1329.701	20355
1329.912	20062
1330.124	20119
1330.335	21277
1330.547	20019
1330.758	19374
1330.969	19238
1331.181	18890
1331.392	18978
1331.603	19098
1331.815	19083
1332.026	19033
1332.237	18960
1332.448	18501
1332.659	18245
1332.87	18239
1333.082	18132
1333.293	18222
1333.504	18283
1333.715	17963
1333.925	18057
1334.136	17888
1334.347	17861
1334.558	17886
1334.769	17655
1334.98	17614
1335.191	17532
1335.401	17441
1335.612	17466
1335.823	17556
1336.033	17329
1336.244	17426
1336.454	17160
1336.665	17050
1336.875	17178
1337.086	17105
1337.296	17137
1337.507	17009
1337.717	17072
1337.928	16833
1338.138	16709
1338.348	16712
1338.558	16816
1338.769	16678
1338.979	16675
1339.189	16552
1339.399	16537
1339.609	16476
1339.819	16434
1340.029	16375
1340.239	16419
1340.449	16346
1340.659	16241
1340.869	16187
1341.079	16217
1341.289	16278
1341.499	16247
1341.708	16196
1341.918	16002
1342.128	16084
1342.338	15990
1342.547	16036
1342.757	15980
1342.967	16005
1343.176	15837
1343.386	15876
1343.595	15719
1343.805	15618
1344.014	15564
1344.223	15619
1344.433	15590
1344.642	15542
1344.851	15491
1345.061	15423
1345.27	15390
1345.479	15331
1345.688	15235
1345.897	15250
1346.107	15127
1346.316	15050
1346.525	15094
1346.734	14833
1346.943	14969
1347.152	14770
1347.361	14705
1347.569	14678
1347.778	14633
1347.987	14532
1348.196	14447
1348.405	14366
1348.613	14302
1348.822	14336
1349.031	14372
1349.239	14242
1349.448	14190
1349.657	14225
1349.865	14165
1350.074	14088
1350.282	14104
1350.491	14018
1350.699	13879
1350.907	13894
1351.116	13747
1351.324	13632
1351.532	13674
1351.741	13654
1351.949	13650
1352.157	13589
1352.365	13529
1352.573	13492
1352.781	13293
1352.989	13275
1353.197	13121
1353.405	13191
1353.613	13061
1353.821	13003
1354.029	12986
1354.237	13108
