0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1291.348	20128
1291.565	20245
1291.781	20514
1291.998	20531
1292.215	20709
1292.432	20079
1292.649	19783
1292.865	19853
1293.082	20039
1293.299	20086
1293.515	19922
1293.732	19631
1293.948	19538
1294.165	19443
1294.381	19623
1294.598	19471
1294.814	19346
1295.031	19426
1295.247	19317
1295.464	19093
1295.68	19075
1295.896	19228
1296.113	19368
1296.329	19129
1296.545	18840
1296.761	18705
1296.977	18864
1297.193	18801
1297.41	18578
1297.626	18645
1297.842	18465
1298.058	18326
1298.274	18423
1298.49	18215
1298.706	18154
1298.922	18156
1299.137	18005
1299.353	18002
1299.569	17866
1299.785	17825
1300.001	17763
1300.216	17878
1300.432	17736
1300.648	17658
1300.863	17590
1301.079	17553
1301.295	17506
1301.51	17395
1301.726	17440
1301.941	17367
1302.157	17414
1302.372	17194
1302.587	17225
1302.803	17241
1303.018	17222
1303.233	17299
1303.449	17226
1303.664	17134
1303.879	17219
1304.094	17295
1304.31	17366
1304.525	17357
1304.74	17289
1304.955	17242
1305.17	17234
1305.385	17282
1305.6	17134
1305.815	17239
1306.03	17286
1306.245	17394
1306.46	17352
1306.675	17317
1306.889	17343
1307.104	17316
1307.319	17214
1307.534	17052
1307.748	17156
1307.963	16986
1308.178	17064
1308.392	17132
1308.607	17010
1308.821	17251
1309.036	17151
1309.25	17090
1309.465	17316
1309.679	17044
1309.894	17209
1310.108	17152
1310.322	17147
1310.537	17143
1310.751	17230
1310.965	16966
1311.179	17103
1311.394	16862
1311.608	17030
1311.822	17103
1312.036	17073
1312.25	16942
1312.464	16880
1312.678	17003
1312.892	17003
1313.106	17047
1313.32	17049
1313.534	17013
1313.748	17111
1313.962	17062
1314.175	17107
1314.389	17343
1314.603	17273
1314.817	17265
1315.03	17458
1315.244	17272
1315.457	17639
1315.671	17887
1315.885	17884
1316.098	17568
1316.312	17512
1316.525	17649
1316.739	17704
1316.952	17740
1317.165	17641
1317.379	17842
1317.592	18040
1317.805	18005
1318.019	18066
1318.232	17513
1318.445	17423
1318.658	17481
1318.871	17507
1319.084	17535
1319.297	17389
1319.511	17241
1319.724	17279
1319.937	17547
1320.149	18602
1320.362	18897
1320.575	17824
1320.788	17488
1321.001	17490
1321.214	17874
1321.427	18030
1321.639	17543
1321.852	17325
1322.065	17451
1322.277	17485
1322.49	17344
1322.703	17337
1322.915	17316
1323.128	17358
1323.34	16982
1323.553	17017
1323.765	17080
1323.977	16985
1324.19	16976
1324.402	17038
1324.614	17087
1324.827	17304
1325.039	17121
1325.251	16887
1325.463	16816
1325.676	16741
1325.888	16984
1326.1	16974
1326.312	16819
1326.524	16702
1326.736	16797
1326.948	16783
1327.16	16555
1327.372	16505
1327.584	16454
1327.795	16414
1328.007	16560
1328.219	16599
1328.431	16487
1328.642	16485
1328.854	16377
1329.066	16340
1329.277	16533
1329.489	16595
1329.701	16550
1329.912	16477
1330.124	16474
1330.335	17063
1330.547	17311
1330.758	16728
1330.969	16553
1331.181	16339
1331.392	16376
1331.603	16425
1331.815	16390
1332.026	16327
1332.237	16429
1332.448	16360
1332.659	16178
1332.87	16181
1333.082	16136
1333.293	16058
1333.504	16093
1333.715	15970
1333.925	15884
1334.136	15891
1334.347	15879
1334.558	15940
1334.769	15824
1334.98	15850
1335.191	15805
1335.401	15726
1335.612	15735
1335.823	15785
1336.033	15751
1336.244	15957
1336.454	15697
1336.665	15470
1336.875	15627
1337.086	15648
1337.296	15710
1337.507	15537
1337.717	15681
1337.928	15460
1338.138	15536
1338.348	15503
1338.558	15594
1338.769	15464
1338.979	15521
1339.189	15407
1339.399	15335
1339.609	15391
1339.819	15358
1340.029	15247
1340.239	15328
1340.449	15196
1340.659	15220
1340.869	15142
1341.079	15252
1341.289	15272
1341.499	15306
1341.708	15209
1341.918	15095
1342.128	15193
1342.338	15088
1342.547	15122
1342.757	15079
1342.967	15107
1343.176	14971
1343.386	14996
1343.595	14895
1343.805	14821
1344.014	14822
1344.223	14799
1344.433	14798
1344.642	14800
1344.851	14751
1345.061	14759
1345.27	14740
1345.479	14662
1345.688	14620
1345.897	14629
1346.107	14614
1346.316	14577
1346.525	14622
1346.734	14408
1346.943	14530
1347.152	14276
1347.361	14197
1347.569	14246
1347.778	14259
1347.987	14159
1348.196	14056
1348.405	13966
1348.613	13904
1348.822	13965
1349.031	13952
1349.239	13892
1349.448	13891
1349.657	13850
1349.865	13890
1350.074	13727
1350.282	13735
1350.491	13707
1350.699	13564
1350.907	13611
1351.116	13477
1351.324	13381
1351.532	13434
1351.741	13334
1351.949	13370
1352.157	13311
1352.365	13252
1352.573	13179
1352.781	13108
1352.989	13032
1353.197	12850
1353.405	13021
1353.613	12833
1353.821	12815
1354.029	12777
1354.237	12939
