0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1275.438	29030
1275.657	28999
1275.876	28849
1276.095	28456
1276.314	28853
1276.533	28767
1276.752	28175
1276.97	28097
1277.189	28085
1277.408	28095
1277.627	27362
1277.845	27252
1278.064	27029
1278.283	26930
1278.501	26880
1278.72	27327
1278.938	26941
1279.157	27518
1279.375	27584
1279.594	28332
1279.812	28952
1280.03	28025
1280.249	26891
1280.467	26868
1280.685	27328
1280.904	26969
1281.122	26834
1281.34	27235
1281.558	27375
1281.776	27905
1281.995	27340
1282.213	28063
1282.431	28008
1282.649	27405
1282.867	27239
1283.085	27598
1283.303	27258
1283.521	26873
1283.739	26462
1283.957	26152
1284.174	26154
1284.392	26184
1284.61	25595
1284.828	25629
1285.046	25184
1285.263	25197
1285.481	25513
1285.699	25876
1285.916	26106
1286.134	27614
1286.351	27236
1286.569	25894
1286.786	25191
1287.004	25418
1287.221	25515
1287.439	25735
1287.656	25539
1287.874	25937
1288.091	26330
1288.308	26640
1288.526	26415
1288.743	25929
1288.96	26643
1289.177	27428
1289.394	29444
1289.612	27958
1289.829	25765
1290.046	25831
1290.263	25642
1290.48	25474
1290.697	25674
1290.914	25571
1291.131	25568
1291.348	26129
1291.565	28969
1291.781	31418
1291.998	30783
1292.215	28813
1292.432	26951
1292.649	26234
1292.865	26494
1293.082	26958
1293.299	26333
1293.515	25470
1293.732	25234
1293.948	25006
1294.165	25132
1294.381	26070
1294.598	27745
1294.814	26309
1295.031	24842
1295.247	24850
1295.464	24588
1295.68	25128
1295.896	24783
1296.113	24511
1296.329	24129
1296.545	23850
1296.761	23907
1296.977	25784
1297.193	25369
1297.41	24248
1297.626	23518
1297.842	23044
1298.058	22911
1298.274	22958
1298.49	22627
1298.706	22906
1298.922	23110
1299.137	22678
1299.353	23018
1299.569	23073
1299.785	22972
1300.001	23199
1300.216	23598
1300.432	23876
1300.648	23341
1300.863	23206
1301.079	23322
1301.295	23302
1301.51	22815
1301.726	23060
1301.941	23125
1302.157	23325
1302.372	23045
1302.587	22494
1302.803	22640
1303.018	23132
1303.233	23634
1303.449	24320
1303.664	23645
1303.879	22850
1304.094	22703
1304.31	23144
1304.525	23739
1304.74	22818
1304.955	22778
1305.17	22322
1305.385	21924
1305.6	21838
1305.815	22126
1306.03	22075
1306.245	22377
1306.46	22122
1306.675	21647
1306.889	21400
1307.104	21197
1307.319	21067
1307.534	21012
1307.748	21189
1307.963	20887
1308.178	20782
1308.392	20657
1308.607	20371
1308.821	20759
1309.036	20674
1309.25	20504
1309.465	20491
1309.679	20278
1309.894	20993
1310.108	20586
1310.322	20383
1310.537	20319
1310.751	20254
1310.965	20056
1311.179	20315
1311.394	20083
1311.608	20226
1311.822	20298
1312.036	20103
1312.25	19901
1312.464	20067
1312.678	20249
1312.892	20441
1313.106	20645
1313.32	20653
1313.534	20972
1313.748	21497
1313.962	21794
1314.175	22283
1314.389	23425
1314.603	25772
1314.817	25208
1315.03	25284
1315.244	27258
1315.457	32766
1315.671	35233
1315.885	31540
1316.098	27399
1316.312	26061
1316.525	28154
1316.739	28563
1316.952	27666
1317.165	28319
1317.379	30381
1317.592	31048
1317.805	30928
1318.019	31041
1318.232	29084
1318.445	28320
1318.658	28851
1318.871	29508
1319.084	29332
1319.297	27728
1319.511	27626
1319.724	29119
1319.937	30236
1320.149	34872
1320.362	31830
1320.575	27923
1320.788	27445
1321.001	27973
1321.214	31269
1321.427	31039
1321.639	27948
1321.852	27673
1322.065	29219
1322.277	29666
1322.49	28671
1322.703	27619
1322.915	27925
1323.128	29000
1323.34	26972
1323.553	27116
1323.765	27488
1323.977	26631
1324.19	26148
1324.402	26105
1324.614	26650
1324.827	26725
1325.039	26132
1325.251	25114
1325.463	24373
1325.676	24524
1325.888	26304
1326.1	25751
1326.312	25201
1326.524	24706
1326.736	25536
1326.948	26037
1327.16	24979
1327.372	24424
1327.584	24477
1327.795	24354
1328.007	24803
1328.219	24684
1328.431	24474
1328.642	24238
1328.854	23883
1329.066	23941
1329.277	24828
1329.489	25875
1329.701	24979
1329.912	24491
1330.124	25364
1330.335	27929
1330.547	26292
1330.758	24771
1330.969	24328
1331.181	23765
1331.392	23916
1331.603	24158
1331.815	24060
1332.026	23681
1332.237	23335
1332.448	22441
1332.659	22045
1332.87	22071
1333.082	21850
1333.293	21864
1333.504	21968
1333.715	21762
1333.925	21798
1334.136	21763
1334.347	21520
1334.558	21496
1334.769	21321
1334.98	21202
1335.191	21137
1335.401	20912
1335.612	20957
1335.823	20940
1336.033	20948
1336.244	20825
1336.454	20389
1336.665	20390
1336.875	20413
1337.086	20256
1337.296	20248
1337.507	19912
1337.717	19819
1337.928	19506
1338.138	19342
1338.348	19220
1338.558	19256
1338.769	19129
1338.979	19129
1339.189	18947
1339.399	18891
1339.609	18714
1339.819	18659
1340.029	18530
1340.239	18623
1340.449	18488
1340.659	18390
1340.869	18367
1341.079	18458
1341.289	18415
1341.499	18419
1341.708	18221
1341.918	17962
1342.128	18013
1342.338	17975
1342.547	17868
1342.757	17777
1342.967	17913
1343.176	17580
1343.386	17473
1343.595	17449
1343.805	17373
1344.014	17216
1344.223	17193
1344.433	17150
1344.642	17066
1344.851	17002
1345.061	17046
1345.27	16836
1345.479	16792
1345.688	16821
1345.897	16758
1346.107	16544
1346.316	16399
1346.525	16331
1346.734	15923
1346.943	16091
1347.152	15844
1347.361	15757
1347.569	15715
1347.778	15625
1347.987	15439
1348.196	15358
1348.405	15231
1348.613	15173
1348.822	15159
1349.031	15152
1349.239	15041
1349.448	14970
1349.657	14994
1349.865	14919
1350.074	14784
1350.282	14766
1350.491	14693
1350.699	14522
1350.907	14469
1351.116	14326
1351.324	14198
1351.532	14298
1351.741	14200
1351.949	14158
1352.157	14114
1352.365	14070
1352.573	13986
1352.781	13800
1352.989	13754
1353.197	13526
1353.405	13597
1353.613	13459
1353.821	13451
1354.029	13392
1354.237	13519
