0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1323.128	17925
1323.34	17449
1323.553	17550
1323.765	17575
1323.977	17408
1324.19	17441
1324.402	17451
1324.614	17622
1324.827	17697
1325.039	17584
1325.251	17290
1325.463	17211
1325.676	17179
1325.888	17553
1326.1	17341
1326.312	17210
1326.524	17034
1326.736	17159
1326.948	17197
1327.16	16889
1327.372	16822
1327.584	16778
1327.795	16782
1328.007	16933
1328.219	16977
1328.431	16844
1328.642	16803
1328.854	16728
1329.066	16688
1329.277	16818
1329.489	17054
1329.701	16947
1329.912	16840
1330.124	17096
1330.335	18254
1330.547	17758
1330.758	17022
1330.969	16851
1331.181	16580
1331.392	16692
1331.603	16702
1331.815	16785
1332.026	16780
1332.237	16784
1332.448	16568
1332.659	16453
1332.87	16406
1333.082	16314
1333.293	16307
1333.504	16329
1333.715	16186
1333.925	16172
1334.136	16142
1334.347	16112
1334.558	16157
1334.769	16053
1334.98	16030
1335.191	15977
1335.401	15962
1335.612	15902
1335.823	15967
1336.033	15981
1336.244	16162
1336.454	15828
1336.665	15697
1336.875	15840
1337.086	15817
1337.296	15896
1337.507	15716
1337.717	15795
1337.928	15642
1338.138	15654
1338.348	15645
1338.558	15722
1338.769	15575
1338.979	15621
1339.189	15526
1339.399	15505
1339.609	15464
1339.819	15476
1340.029	15381
1340.239	15377
1340.449	15353
1340.659	15340
1340.869	15234
1341.079	15338
1341.289	15417
1341.499	15354
1341.708	15329
1341.918	15135
1342.128	15240
1342.338	15171
1342.547	15244
1342.757	15170
1342.967	15201
1343.176	15010
1343.386	15113
1343.595	14920
1343.805	14981
1344.014	14894
1344.223	14880
1344.433	14898
1344.642	14879
1344.851	14762
1345.061	14745
1345.27	14783
1345.479	14678
1345.688	14665
1345.897	14675
1346.107	14665
1346.316	14621
1346.525	14677
1346.734	14408
1346.943	14532
1347.152	14304
1347.361	14283
1347.569	14280
1347.778	14262
1347.987	14209
1348.196	14083
1348.405	13972
1348.613	13919
1348.822	13994
1349.031	14019
1349.239	13912
1349.448	13955
1349.657	13911
1349.865	13866
1350.074	13763
1350.282	13752
1350.491	13737
1350.699	13609
1350.907	13620
1351.116	13509
1351.324	13352
1351.532	13413
1351.741	13417
1351.949	13450
1352.157	13374
1352.365	13299
1352.573	13208
1352.781	13096
1352.989	13060
1353.197	12921
1353.405	12965
1353.613	12828
1353.821	12874
1354.029	12826
1354.237	12943
