0001:AREA1:1-Channel(X)	0001:AREA1:1-Channel(Y)
1289.177	20154
1289.394	20141
1289.612	20140
1289.829	19837
1290.046	20005
1290.263	19819
1290.48	19944
1290.697	19769
1290.914	19767
1291.131	19645
1291.348	19635
1291.565	19539
1291.781	19480
1291.998	19506
1292.215	19456
1292.432	19410
1292.649	19236
1292.865	19210
1293.082	19275
1293.299	19246
1293.515	19129
1293.732	19174
1293.948	19051
1294.165	18919
1294.381	19058
1294.598	18962
1294.814	18783
1295.031	18891
1295.247	18810
1295.464	18579
1295.68	18642
1295.896	18691
1296.113	18552
1296.329	18505
1296.545	18281
1296.761	18259
1296.977	18252
1297.193	18215
1297.41	18082
1297.626	18171
1297.842	18120
1298.058	17986
1298.274	18078
1298.49	17871
1298.706	17823
1298.922	17737
1299.137	17631
1299.353	17587
1299.569	17501
1299.785	17449
1300.001	17341
1300.216	17425
1300.432	17311
1300.648	17221
1300.863	17249
1301.079	17155
1301.295	17132
1301.51	17016
1301.726	17080
1301.941	17002
1302.157	17009
1302.372	16845
1302.587	16878
1302.803	16840
1303.018	16840
1303.233	16872
1303.449	16862
1303.664	16763
1303.879	16849
1304.094	16844
1304.31	16870
1304.525	16912
1304.74	16811
1304.955	16830
1305.17	16762
1305.385	16806
1305.6	16678
1305.815	16736
1306.03	16811
1306.245	16793
1306.46	16757
1306.675	16782
1306.889	16834
1307.104	16859
1307.319	16831
1307.534	16694
1307.748	16840
1307.963	16625
1308.178	16682
1308.392	16739
1308.607	16662
1308.821	16851
1309.036	16771
1309.25	16706
1309.465	16915
1309.679	16690
1309.894	16893
1310.108	16746
1310.322	16805
1310.537	16826
1310.751	16868
1310.965	16675
1311.179	16797
1311.394	16586
1311.608	16703
1311.822	16846
1312.036	16765
1312.25	16663
1312.464	16581
1312.678	16748
1312.892	16730
1313.106	16776
1313.32	16733
1313.534	16687
1313.748	16710
1313.962	16685
1314.175	16598
1314.389	16760
1314.603	16648
1314.817	16564
1315.03	16829
1315.244	16650
1315.457	16786
1315.671	16655
1315.885	16668
1316.098	16655
1316.312	16773
1316.525	16714
1316.739	16630
1316.952	16562
1317.165	16637
1317.379	16686
1317.592	16675
1317.805	16582
1318.019	16611
1318.232	16528
1318.445	16633
1318.658	16540
1318.871	16514
1319.084	16558
1319.297	16478
1319.511	16467
1319.724	16398
1319.937	16402
1320.149	16384
1320.362	16431
1320.575	16459
1320.788	16410
1321.001	16411
1321.214	16394
1321.427	16233
1321.639	16441
1321.852	16352
1322.065	16426
1322.277	16427
1322.49	16256
1322.703	16306
1322.915	16274
1323.128	16162
1323.34	16004
1323.553	16103
1323.765	16181
1323.977	16020
1324.19	16104
1324.402	16183
1324.614	16092
1324.827	16037
1325.039	16049
1325.251	15946
1325.463	15874
1325.676	15834
1325.888	15992
1326.1	15925
1326.312	15911
1326.524	15887
1326.736	15956
1326.948	15966
1327.16	15830
1327.372	15767
1327.584	15779
1327.795	15714
1328.007	15770
1328.219	15824
1328.431	15739
1328.642	15835
1328.854	15748
1329.066	15666
1329.277	15851
1329.489	15850
1329.701	15723
1329.912	15679
1330.124	15650
1330.335	15643
1330.547	15657
1330.758	15705
1330.969	15714
1331.181	15550
1331.392	15637
1331.603	15603
1331.815	15680
1332.026	15500
1332.237	15580
1332.448	15601
1332.659	15540
1332.87	15487
1333.082	15488
1333.293	15497
1333.504	15526
1333.715	15461
1333.925	15370
1334.136	15371
1334.347	15391
1334.558	15399
1334.769	15297
1334.98	15302
1335.191	15314
1335.401	15279
1335.612	15219
1335.823	15320
1336.033	15143
1336.244	15363
1336.454	15202
1336.665	15068
1336.875	15198
1337.086	15196
1337.296	15222
1337.507	15052
1337.717	15228
1337.928	15120
1338.138	15126
1338.348	15150
1338.558	15228
1338.769	15143
1338.979	15164
1339.189	15042
1339.399	14966
1339.609	15048
1339.819	15042
1340.029	14938
1340.239	14993
1340.449	14974
1340.659	14856
1340.869	14846
1341.079	14909
1341.289	14978
1341.499	14945
1341.708	14867
1341.918	14778
1342.128	14881
1342.338	14780
1342.547	14785
1342.757	14797
1342.967	14861
1343.176	14676
1343.386	14702
1343.595	14603
1343.805	14577
1344.014	14574
1344.223	14593
1344.433	14586
1344.642	14589
1344.851	14512
1345.061	14546
1345.27	14504
1345.479	14486
1345.688	14464
1345.897	14451
1346.107	14461
1346.316	14385
1346.525	14420
1346.734	14211
1346.943	14365
1347.152	14103
1347.361	14113
1347.569	14067
1347.778	14090
1347.987	14008
1348.196	13919
1348.405	13791
1348.613	13786
1348.822	13859
1349.031	13850
1349.239	13735
1349.448	13746
1349.657	13758
1349.865	13747
1350.074	13640
1350.282	13625
1350.491	13587
1350.699	13484
1350.907	13511
1351.116	13395
1351.324	13280
1351.532	13277
1351.741	13242
1351.949	13334
1352.157	13265
1352.365	13196
1352.573	13107
1352.781	13021
1352.989	12931
1353.197	12844
1353.405	12877
1353.613	12692
1353.821	12725
1354.029	12761
1354.237	12834
